"Record ID","Opportunity Name","Opportunity ID"
"61816046496","PS Upgrade","0068V00000yenKJQAY"
"61810172599","Cruz Money IAV upsell","0068V00000yeivCQAQ"
"61811411054","FIS June 2024 Month to Month Renewal","0068V00000yeitZQAQ"
"61847001240","FIS May 2024 Month to Month Renewal","0068V00000yeitAQAQ"
"61844670524","FIS April 2024 Month to Month Renewal","0068V00000yeisbQAA"
"61812950427","FIS March 2024 Month to Month Renewal","0068V00000yeirYQAQ"
"61816203627","FIS February 2024 Month to Month Renewal","0068V00000yeiKkQAI"
"61806456999","Amendment 3 to SOW 13","0068V00000yegg8QAA"
"61817905987","Easy Business App - Agg AU","0068V00000yecJbQAI"
"61846687289","Lumin SMB Experience","0068V00000yebrxQAA"
"61808615759","Lumin FL4 Upgrade","0068V00000yebvDQAQ"
"61809852990","1.1 no FL Upgrade & New Co-brand","0068V00000yeOf9QAE"
"61818679100","UK Expansion","0068V00000yeBPKQA2"
"61812805647","ACA - PS FLv4 Upgrade & New Multi-tenant envt","0068V00000ye0OjQAI"
"61819308471","NFCU- TDE Duration Extension","0068V00000ye02lQAA"
"61849627208","FIS January 2024 Month to Month Renewal","0068V00000ydbF8QAI"
"61846219067","ElisyanWealth - Agg","0068V00000ydVayQAE"
"61807225135","FL4 upgrade","0068V00000ydNYOQA2"
"61815274040","FL2 to FL4 Upgrade - RBC","0068V00000ydJUtQAM"
"61852260534","SMB Transaction Catagorization","0068V00000ydEwCQAU"
"61819923794","Amendment 1 to SOW 11","0068V00000yd68nQAA"
"61841115047","Carson FL4 Upgrade","0068V00000ycl4iQAA"
"61814973859","Alkami Subscription and Bill Tracker","0068V00000ycRykQAE"
"61851494073","Alkami Credit Accelerator","0068V00000ycRtVQAU"
"61818995594","IAV CO Duration Ext SOW","0068V00000wJ6CrQAK"
"61808771598","IEB Analytics First Module","0068V00000wIoUSQA0"
"61818368074","Facet Wealth: IAV on DevPortal","0068V00000wHzAOQA0"
"61844210331","Navy Federal Credit Union- T&M SOW for Ongoing Consulting","0068V00000wHowRQAS"
"61844366375","FIS Aggregation Roll Out Support","0068V00000wHaEqQAK"
"61819452579","Truist Credit Accelerator","0068V00000wHVdPQAW"
"61811102474","Truist Reskin FinApps","0068V00000wHVc2QAG"
"61848235704","Truist ATV for ACATS","0068V00000wHVVpQAO"
"61810478401","Canada Data agg & insights for financial monitoring","0068V00000yEPi4QAG"
"61815743565","Infinant Data agg add on","0068V00000yEPelQAG"
"61809243653","ICICI IAV - Remittance portal(Software Booking)","0068V00000yEMksQAG"
"61810478399","CDR","0068V00000yEMBwQAO"
"61807225189","Regions - SMB","0068V00000yDrQOQA0"
"61843440139","True Data Processing-","0068V00000yDVFCQA4"
"61845291572","Amex - PS SAML T&M Support","0068V00000yD8uuQAC"
"61841886119","2nd Stage Environment Renewal","0068V00000yD80OQAS"
"61818995606","UK Open Banking","0068V00000wvM6lQAE"
"61845448711","PNC BDP","0068V00000wvFi2QAE"
"61850869053","AMEX IAV PS (AUSTRALIA)","0068V00000wv5qWQAQ"
"61811102484","Amex US - TAM New Booking","0068V00000wux34QAA"
"61844836692","IAV, Data Agg Credit Accelerator","0068V00000wuv6YQAQ"
"61807691540","TDE for Held Data","0068V00000wutkJQAQ"
"61807070637","PayPal PS - FastLink 3.0 UI Changes","0068V00000wufSgQAI"
"61852575809","IAV","0068V00000wucShQAI"
"61844210284","US Bank RFP for Agg, IAV, TDE, Account Switching & Analytics","0068V00000wuG1UQAU"
"61818837315","Direct ID (MiiCard) 2023 Renewal","0068V00000wu8I0QAI"
"61807841396","Intelliflo 2023 Renewal","0068V00000wu7n9QAA"
"61843742807","Money Labs Renewal - 2023","0068V00000wu7gNQAQ"
"61813419579","AMEX AU Support","0068V00000wu6RmQAI"
"61849627197","PNC Trial: BDI","0068V00000wtfe0QAA"
"61839569499","Asset Transfer Verification","0068V00000wtCFgQAM"
"61816514052","NWM May 2024 Renewal","0068V00000wtAkyQAE"
"61851022159","Warden.Global - Aggregation Global","0068V00000wtABzQAM"
"61840500347","BAC Custom Reporting","0068V00000wt7ocQAA"
"61838796866","NBH Bank - Micro Entries","0068V00000wt603QAA"
"61839725412","Micro Entries - NBH Bank","0068V00000wt6QvQAI"
"61812492467","NBH Bank - Credit Accelerator","0068V00000wt6NmQAI"
"61808467594","Pershing - ATV","0068V00000wt5azQAA"
"61844210292","Bitventure - ZA","0068V00000wt2XpQAI"
"61839409971","KeyBank IAV + ATV","0068V00000wsnliQAA"
"61808003605","JPMC FL4 Upgrade","0068V00000wsflwQAA"
"61838796906","Discover - Credit Accelerator","0068V00000wsdWnQAI"
"61844836647","Subscription Bill Management","0068V00000wscURQAY"
"61815588887","BAC Subscription & Bill Tracker, TDE, IEB","0068V00000wsZeYQAU"
"61818534062","US Bank Embedded Finance","0068V00000wsYnhQAE"
"61818225523","US Bank Micro-savings","0068V00000wsYkRQAU"
"61847926592","US Bank Bank Data Index","0068V00000wsYiuQAE"
"61811871926","US Bank Credit Accelerator","0068V00000wsYhJQAU"
"61814813300","US Bank Insights Engine for Banking","0068V00000wsYeFQAU"
"61846687317","US Bank Small Business Dashboard","0068V00000wsYOCQA2"
"61840803227","US Bank Bill & Subscription Tracker","0068V00000wsYKyQAM"
"61851790630","PS FL4 Upgrade","0068V00000wsUVdQAM"
"61848235827","CIBC RFP: Bank Data Platform","0068V00000wsQ6SQAU"
"61811871925","Analytics POC","0068V00000wrbysQAA"
"61848235902","Net New Subs","0068V00000wrZnEQAU"
"61806302642","FIS - 2024 Renewal","0068V00000wrCWpQAM"
"61852416434","USAA Insights Engine for Banking Data Trial 6 Month Renewal","0068V00000wrCWLQA2"
"61817603479","Global Merchant Lending - True Up","0068V00000wrB5KQAU"
"61840180915","Morpheus Wealth - Agg","0068V00000wr5mXQAQ"
"61814663486","EFFI - Finapps PS Project","0068V00000wqfl2QAA"
"61813886476","NFCU- SMB","0068V00000wqH0BQAU"
"61814663452","BMO Harris - Customer Portal for Wealth","0068V00000wqF37QAE"
"61841269342","BAC Data Purge Project","0068V00000wqBUWQA2"
"61820237135","Truist SMB Portal","0068V00000wpbN3QAI"
"61846219011","Recurring Transactions Data Purge","0068V00000wpZ2RQAU"
"61814343492","Credit Sense (New MSA)","0068V00000wpWjwQAE"
"61808615741","Agg and FinApps","0068V00000wpD4DQAU"
"61850409857","Enova - Credit Accelerator","0068V00000wpBNAQA2"
"61809243684","MDG IAV-2024 Renewal","0068V00000wp36iQAA"
"61844525449","Disable User Defined Categories","0068V00000wolMvQAI"
"61843131984","FL3 Config Changes","0068V00000woetKQAQ"
"61812492449","Synchrony Credit Accelerator-POV","0068V00000woMTiQAM"
"61849014685","Custodial Acct Agg - Admin Credentials","0068V00000woIGFQA2"
"61809398447","Huntington Statement Capture","0068V00000woICmQAM"
"61838644017","Centrix - PS SOW","0068V00000wo0M1QAI"
"61816203609","Screen Scraping Agg - ANZ","0068V00000wnjyAQAQ"
"61840181023","Class Technology Group OB AU","0068V00000wnjkhQAA"
"61839569762","SMB Portal","0068V00000wneI8QAI"
"61842354547","BAC SMB","0068V00000wndyyQAA"
"61807691621","Huntington Bill Migration for Onboarding","0068V00000wnWPYQA2"
"61841115052","Citigroup - RFP Sub Bill Mgmt","0068V00000wnD4YQAU"
"61808155168","Millennium Renewal 2024","0068V00000vlxV0QAI"
"61819146313","Aggregate Product (MC)- Vanguard","0068V00000vlvEnQAI"
"61807691603","True Potential LLC Renewal - 2023","0068V00000vlbORQAY"
"61816514116","Sammedia Q3 2023 Renewal","0068V00000vlbK0QAI"
"61813111091","Microsoft Development Center 2023 Renewal","0068V00000vlazKQAQ"
"61811410995","Lula Lend Renewal - 2023","0068V00000vlafwQAA"
"61847926688","BudgetBakers Renewal - 2023","0068V00000vlaVXQAY"
"61847311878","CDR Implementation","0068V00000vlN6gQAE"
"61819452531","Enable new territory - NZ","0068V00000vlN6HQAU"
"61846064978","UK Open Banking","0068V00000vlN5sQAE"
"61812186742","Enable SS for NZ","0068V00000vlN4zQAE"
"61850558245","US Open Banking","0068V00000vlN4BQAU"
"61815117732","Technology One - PS Implementation SOW","0068V00000vkyTXQAY"
"61840963378","Action Factory New IAV","0068V00000vkhNeQAI"
"61814973851","Ally TCS","0068V00000wffNRQAY"
"61843288912","EFT Sure IAV - Screen Scraping ANZ","0068V00000wfVDqQAM"
"61841585431","Lumiant - Insights and Harvest","0068V00000wfTgoQAE"
"61846687276","First Command - Data Aggregation - Dupe from Wealth SF","0068V00000wfOMNQA2"
"61810317700","TD Bank US - IAV","0068V00000wejguQAA"
"61843590318","TD Bank-","0068V00000wejVhQAI"
"61839409979","PNC Bank Deposit Index","0068V00000wegfIQAQ"
"61851336990","L3 Funding LLC-","0068V00000waAepQAE"
"61810785898","Anchor Bookkeeping Renewal - 2023","0068V00000wY0uEQAS"
"61845448774","Rise SA 2023 Renewal","0068V00000wY0FbQAK"
"61818368017","TCS AU CBA BANK","0068V00000wXPwvQAG"
"61847776354","SOW 29 Insights Data Feed and Consulting","0068V00000wXE3DQAW"
"61849627149","Axos Credit Accelerator","0068V00000wXBxrQAG"
"61841886114","AMEX YCA AUSTRALIA - PS IMPLEMENTATION","0068V00000wX0NaQAK"
"61844366395","FL4 Upgrade for ATV","0068V00000wWQrjQAG"
"61809548661","Amex US Renewal - Product Schedule 11 (RI/Agg) - 3 month extension","0068V00000wWQFXQA4"
"61847926683","Huntington - TCS Referral","0068V00000wWLrSQAW"
"61844366363","Axos Bank ACATs","0068V00000wWJzWQAW"
"61844051348","PNC TCS","0068V00000wNiL1QAK"
"61810478395","JPMC - TCS","0068V00000wNhxfQAC"
"61845137322","Axos Bank Abe Data Curation Renewal","0068V00000wNHwQQAW"
"61851952677","PS FL4 Upgrade","0068V00000wNAFeQAO"
"61809707372","Axos Zenith Credit Aggregation","0068V00000wMq5OQAS"
"61809082992","Blue Speck Financial(MoneyHub) 2023 Renewal","0068V00000wMmeWQAS"
"61810938288","Tic:Toc - 2023 Renewal","0068V00000wL3VUQA0"
"61814813229","NFCU- Finapps","0068V00000wL0j7QAC"
"61818534188","Agg for UK, AU, CAD, US","0068V00000wKr1pQAC"
"61849476009","United First Financial FL4 Upgrade","0068V00000wKr0bQAC"
"61849787701","Discover TCS Partnership","0068V00000wKYzGQAW"
"61842049350","Investec FL4.0 & FinApps CO #1","0068V00000wKXwxQAG"
"61848545818","NFCU- Credit Accelerator","0068V00000wKIh1QAG"
"61814343470","TF Holdings - Credit Accelerator","0068V00000wKHY7QAO"
"61844366427","Ameriprise: Data Aggregation, PFM, Sync Extracts","0068V00000wKGr3QAG"
"61852416513","Actum Processing, LLC - 2023 Renewal","0068V00000wK79DQAS"
"61852260501","Elderscan - 2023 Renewal","0068V00000wK79qQAC"
"61852260483","NortonLifeLock, Inc - 2023 Renewal","0068V00000wK7AfQAK"
"61851952544","Greyline Partners, LLC - 2023 Renewal","0068V00000wK7A5QAK"
"61851952535","Veryfi, Inc. - 2023 Renewal","0068V00000wK7BWQA0"
"61851790632","ACA Compliance Group (pka Cordium) - 2023 Renewal","0068V00000wK79AQAS"
"61851494164","Sequoia Benefits & Insurance Services, LLC - 2023 Renewal","0068V00000wK7B5QAK"
"61851336743","Phlo, Inc. - 2023 Renewal","0068V00000wK7AqQAK"
"61851022255","Oath, Inc. - 2023 Renewal","0068V00000wK7AgQAK"
"61849787791","EveryIncome, Inc. - 2023 Renewal","0068V00000wK79tQAC"
"61849315943","Blackbaud - 2023 Renewal","0068V00000wK79MQAS"
"61849166228","The Closing Docs LLC - 2023 Renewal","0068V00000wK7BKQA0"
"61849166177","Autobooks (Billhighway) - 2023 Renewal","0068V00000wK79IQAS"
"61848545683","Prog Leasing LLC - 2023 Renewal","0068V00000wK7AuQAK"
"61848235826","Stock Rover LLC - 2023 Renewal","0068V00000wK7BEQA0"
"61847926676","Grassi & Co. - 2023 Renewal","0068V00000wK7A3QAK"
"61847926619","BitRail, LLC - 2023 Renewal","0068V00000wK79KQAS"
"61847776282","RealPage, Inc. - 2023 Renewal","0068V00000wK7AyQAK"
"61847621941","Concur Technologies - 2023 Renewal","0068V00000wK79eQAC"
"61847148601","Odoo Inc - 2023 Renewal","0068V00000wK7AhQAK"
"61846378311","Rapyd Financial Network (2016) Ltd. - 2023 Renewal","0068V00000wK7AxQAK"
"61846219076","Action Factory Inc - 2023 Renewal","0068V00000wK79CQAS"
"61845920048","Truthifi, Inc. - 2023 Renewal","0068V00000wK7BSQA0"
"61845760564","Oracle America, Inc. - 2023 Renewal","0068V00000wK7AkQAK"
"61845603245","Engage Holdings, LLC - 2023 Renewal","0068V00000wK79sQAC"
"61845603182","IGG Software - 2023 Renewal","0068V00000wK7AEQA0"
"61845603161","Certegy Payment Solutions, LLC - 2023 Renewal","0068V00000wK79ZQAS"
"61844670556","Qualia Labs, Inc. - 2023 Renewal","0068V00000wK7AvQAK"
"61844670555","Capitect, Inc - 2023 Renewal","0068V00000wK79XQAS"
"61844366432","The Neat Company - 2023 Renewal","0068V00000wK7BMQA0"
"61844366371","Retail Finance International Holdings, Inc. (Synchrony) - 2023 Renewal","0068V00000wK7B2QAK"
"61844366356","Horizon Investments, LLC - 2023 Renewal","0068V00000wK7ABQA0"
"61844210276","Emerging Industry Technologies, Inc. (DBA Spence Labs) - 2023 Renewal","0068V00000wK79rQAC"
"61844051344","Carcione Technologies Corp. - 2023 Renewal","0068V00000wK79YQAS"
"61843590469","WorldPay, IQ Now - 2023 Renewal","0068V00000wK7BfQAK"
"61842820427","Biz2Credit, Inc. - 2023 Renewal","0068V00000wK79LQAS"
"61842664049","Jetson Systems - 2023 Renewal","0068V00000wK7AIQA0"
"61842354521","Simply Studio System - 2023 Renewal","0068V00000wK7B6QAK"
"61842049382","Vantage Card Services, Inc. - 2023 Renewal","0068V00000wK7BUQA0"
"61842049349","MDG USA INC - 2023 Renewal","0068V00000wK7AVQA0"
"61842049307","Kubera Apps Inc - 2023 Renewal","0068V00000wK7APQA0"
"61841585437","Thomson Reuters - 2023 Renewal","0068V00000wK7BPQA0"
"61841428516","Checkbook Inc. - 2023 Renewal","0068V00000wK79aQAC"
"61841428480","InfoArmor Inc - 2023 Renewal","0068V00000wK7AFQA0"
"61840803157","2ndSite Inc dba FreshBooks - 2023 Renewal","0068V00000wK799QAC"
"61839569780","KMD Partners, LLC d/b/a CreditNinja - 2023 Renewal","0068V00000wK7AOQA0"
"61839409987","Clarilogic, Inc.  (Decision Logic) - 2023 Renewal","0068V00000wK79dQAC"
"61819308410","SpringAhead (Virtual Software) - 2023 Renewal","0068V00000wK7BBQA0"
"61819308373","RightCapital LLC - 2023 Renewal","0068V00000wK7B3QAK"
"61819146512","Zoho - 2023 Renewal","0068V00000wK7BlQAK"
"61819146351","FormFree Holdings Corp (AKA AccountChek) - 2023 Renewal","0068V00000wK79yQAC"
"61818995765","SAVVI Financial LLC (Dynamic Ideas) - 2023 Renewal","0068V00000wK7B4QAK"
"61818534057","MoneyEdge, Inc. - 2023 Renewal","0068V00000wK7AYQA0"
"61817603497","Worth Unlimited (United First Financial) - 2023 Renewal","0068V00000wK7BgQAK"
"61817449518","Webull Financial LLC - 2023 Renewal","0068V00000wK7BcQAK"
"61816984601","Target Corporation - 2023 Renewal","0068V00000wK7BHQA0"
"61816674233","Cornerstone Home Lending, Inc. - 2023 Renewal","0068V00000wK79gQAC"
"61816674232","Buxfer Inc. - 2023 Renewal","0068V00000wK79VQAS"
"61816203623","CircleBlack, Inc. - 2023 Renewal","0068V00000wK79cQAC"
"61816203564","Moneyspire, Inc - 2023 Renewal","0068V00000wK7AaQAK"
"61816046616","Blueleaf Wealth, Inc. - 2023 Renewal","0068V00000wK79NQAS"
"61816046606","Possible Financial Inc - 2023 Renewal","0068V00000wK7AsQAK"
"61815588976","Nexonia, Inc. - 2023 Renewal","0068V00000wK7AcQAK"
"61815588932","Tiller LLC - 2023 Renewal","0068V00000wK7BQQA0"
"61815274003","LendingPoint LLC d/b/a LendingPoint - 2023 Renewal","0068V00000wK7ASQA0"
"61815117842","Aero Payments LLC - 2023 Renewal","0068V00000wK79EQAS"
"61814813291","Tradesmith LLC - 2023 Renewal","0068V00000wK7BRQA0"
"61814813270","Wealth Access, Inc. - 2023 Renewal","0068V00000wK7BaQAK"
"61814813261","BQE Software Inc - 2023 Renewal","0068V00000wK79PQAS"
"61812950450","VectorVest, Inc - 2023 Renewal","0068V00000wK7BVQA0"
"61812950402","Financial Symmetry Inc - 2023 Renewal","0068V00000wK79wQAC"
"61812186692","Kabbage - 2023 Renewal","0068V00000wK7AJQA0"
"61812186630","OWL Finance - 2023 Renewal","0068V00000wK7AlQAK"
"61812022711","Inventime - 2023 Renewal","0068V00000wK7AGQA0"
"61811411078","Paycom Payroll LLC - 2023 Renewal","0068V00000wK7ApQAK"
"61810785877","Wealthcare Capital Management - 2023 Renewal","0068V00000wK7BbQAK"
"61810785823","CountAbout Corporation - 2023 Renewal","0068V00000wK79iQAC"
"61810626960","TekFriday Solutions, Inc - 2023 Renewal","0068V00000wK7BIQA0"
"61810008188","Remotiv LLC - 2023 Renewal","0068V00000wK7B1QAK"
"61809853000","BrightPlan LLC - 2023 Renewal (Canada Territory)","0068V00000wK79TQAS"
"61809548649","DYN365 Inc - 2023 Renewal","0068V00000wK79pQAC"
"61809082953","Yellow Labs Software - 2023 Renewal","0068V00000wK7BhQAK"
"61808771510","BrightPlan LLC - 2023 Renewal","0068V00000wK79UQAS"
"61808309126","HTMA Holdings - 2023 Renewal","0068V00000wK7ACQA0"
"61808003472","ReconArt Inc - 2023 Renewal","0068V00000wK7B0QAK"
"61807691349","Accretive Capital LLC d/b/a Benzinga - 2023 Renewal","0068V00000wK79BQAS"
"61849166256","Borderless - 2023 Renewal","0068V00000wK78OQAS"
"61846378321","ProNvest, Inc. - 2023 Renewal","0068V00000wK78gQAC"
"61839569545","Productfy, Inc. - 2023 Renewal","0068V00000wK78fQAC"
"61820534817","Income Laboratory, LLC - 2023 Renewal","0068V00000wK78TQAS"
"61817449401","Nimble Accounting - 2023 Renewal","0068V00000wK78ZQAS"
"61811410975","Paysign Inc - 2023 Renewal","0068V00000wK78eQAC"
"61810785880","BJSGS Enterprises LLC - 2023 Renewal","0068V00000wK78NQAS"
"61810172929","Compound Financial, Inc. - 2023 Renewal","0068V00000wK78PQAS"
"61809082982","Luxury Lease Partners - 2023 Renewal","0068V00000wK78YQAS"
"61851952670","Alliance Lead","0068V00000wK0T3QAK"
"61851638020","Exceleris Consulting Pty Ltd - 2023 Renewal","0068V00000wJx1zQAC"
"61848235867","Frollo Australia Pty Ltd - 2023 Renewal (2Q'23)","0068V00000wJx1bQAC"
"61847001367","Saasu Pty Ltd - 2023 Renewal","0068V00000wJx27QAC"
"61846530077","Data Trends Australia Pty Ltd (CreditSense) - 2023 Renewal","0068V00000wJx25QAC"
"61845291540","Frollo Australia Pty Ltd - 2023 Renewal (4Q'23)","0068V00000wJx1cQAC"
"61844525476","Software Assistant - 2023 Renewal","0068V00000wJx21QAC"
"61841269105","Marmalade Australia Pty Ltd - 2023 Renewal","0068V00000wJx1yQAC"
"61839409970","86400 Technology Pty Ltd (Cuscal) - 2023 Renewal","0068V00000wJx1gQAC"
"61820381512","zipMoney Payments Pty Ltd - 2023 Renewal","0068V00000wJx1tQAC"
"61819146518","TicToc Online Pty Ltd - 2023 Renewal","0068V00000wJx1eQAC"
"61815117896","My Prosperity Pty Ltd - 2023 Renewal","0068V00000wJx22QAC"
"61813419427","Meeco Group Pty Ltd (SVX Holdings) - 2023 Renewal","0068V00000wJx2AQAS"
"61813111047","Booster Financial Services Ltd (Company No. 891419) - 2023 Renewal","0068V00000wJx1iQAC"
"61812492608","Raiz Invest Australia Limited (Acorns Grow) - 2023 Renewal","0068V00000wJx29QAC"
"61811410869","Moneysoft, Ltd. - 2023 Renewal","0068V00000wJx28QAC"
"61811102504","Mortgage House of Australia - 2023 Renewal","0068V00000wJx1hQAC"
"61809398393","Reckon - 2023 Renewal","0068V00000wJx20QAC"
"61807691535","VGW US, Inc. - 2023 Renewal","0068V00000wJx1jQAC"
"61807384120","Picture Wealth Pty Ltd (Future Penny) - 2023 Renewal","0068V00000wJx1ZQAS"
"61807070877","WeMoney Pty Ltd - 2023 Renewal","0068V00000wJx1kQAC"
"61839410012","IB - Aggregation/ATV/extracts/IAV upgrade","0068V00000vyXpwQAE"
"61845603249","Held Data Feed + Sync Extracts","0068V00000vyXkdQAE"
"61814194606","Myriad - Truelytics Solution Provider","0068V00000vySIvQAM"
"61820073338","Object Map 2023 Renewal","0068V00000vyFCpQAM"
"61847148598","Fifth Third 2023 Renewal + Data Rights","0068V00000vxtc1QAA"
"61807841402","Union Bank","0068V00000vxVvnQAE"
"61839725334","TD Bank","0068V00000vxVvOQAU"
"61806762868","Scotiabank","0068V00000vxVvEQAU"
"61811411029","RBC TCS Partnership","0068V00000vxVufQAE"
"61851022206","BMO TCS Partnership","0068V00000vxVuQQAU"
"61847001379","Etrade - 2023 Renewal","0068V00000vxT5zQAE"
"61847001179","PSCU Incorporated (d/b/a PSCU) - 2023 Renewal","0068V00000vxT5wQAE"
"61844836709","Credit One Bank, N.A. - 2023 Renewal","0068V00000vxT61QAE"
"61843440145","Axos Bank (Abeai) - 2023 Renewal","0068V00000vxT5yQAE"
"61842970753","Fifth Third Bank - 2023 Renewal","0068V00000vxT69QAE"
"61841733461","Banner Bank N.A. - 2023 Renewal","0068V00000vxT60QAE"
"61840963461","JPMorgan Chase Bank - 2023 Renewal (IAV)","0068V00000vxT64QAE"
"61813733788","JPMorgan Chase Bank - 2023 Renewal (Agg)","0068V00000vxT63QAE"
"61812332426","PNC Bank - 2023 Renewal (Wellness)","0068V00000vxT67QAE"
"61811562038","PNC Bank - SOAP 2023 Renewal (Agg)","0068V00000vxT66QAE"
"61810627134","XUP IAV Renewal","0068V00000vxT68QAE"
"61808309135","AssetMark, Inc. - 2023 Renewal","0068V00000vxT5xQAE"
"61807533130","Tyfone, Inc. - 2023 Renewal","0068V00000vxT62QAE"
"61807070884","CIT Bank, N.A. - 2023 Renewal","0068V00000vxSysQAE"
"61806762906","Avoka USA, Inc (First Citizen's Bank)- 2023 Renewal","0068V00000vxSyqQAE"
"61847001224","Santander - TCS Engagement","0068V00000vxS0gQAE"
"61813579183","Barclays - TCS Engagement","0068V00000vxRxXQAU"
"61849627215","UBS: Batch Data File Process (PS Consulting)","0068V00000vxNofQAE"
"61817905981","NT - FL4 upgrade","0068V00000vxJiLQAU"
"61841115034","Liberty Group & Standandard Bank SA Limited 2023 Renewal","0068V00000vxEqRQAU"
"61808155053","22seven 2023 Renewal","0068V00000vxEW8QAM"
"61852260456","Franklin IAV - 2023 AT RISK","0068V00000vxAOUQA2"
"61843288987","NinjaEdge - Canada Expansion","0068V00000vx842QAA"
"61844051333","EFFI - AU Money-Finapps","0068V00000vx4qgQAA"
"61809852996","Goldman - PWM Renewal 2023","0068V00000vwimCQAQ"
"61839263351","Kabbage - SMB Portal & Corp Analytics","0068V00000vwWLIQA2"
"61842503685","GML - CO2","0068V00000vwVWnQAM"
"61811562030","Charles Schwab IAV renew option 2023","0068V00000vvgFTQAY"
"61809853027","Fuze","0068V00000vvfzSQAQ"
"61852416388","WU TCS Deal","0068V00000vvbpBQAQ"
"61812186683","Empower - CO to upgrade to FL4","0068V00000vvapHQAQ"
"61844366258","Lending Point - PFM + Credit Risk","0068V00000vvX3mQAE"
"61818995593","Agg Renewal - **DUPLICATE**","0068V00000vv1eMQAQ"
"61816357776","ICMA (Mission Square) '23 - '24 Renewal","0068V00000vux3wQAA"
"61849316004","CinFi '23-'26 Renewal","0068V00000vuwqxQAA"
"61811562088","Transamerica '23-'24 Renewal","0068V00000vuwmgQAA"
"61815588895","Wealthfront Renewal (Electing 1 Yr Auto-Renew)","0068V00000vuwg9QAA"
"61852416549","NBH Bank- SMB","0068V00000vuussQAA"
"61813263673","PNC CO: Additional Stage Environment","0068V00000vuuF7QAI"
"61841428504","Wealthica 2022 Renewal","0068V00000vur72QAA"
"61847466610","Frollo Australia Pty Ltd Renewal - 2022 (6 Months)","0068V00000vunTIQAY"
"61845291548","Carson Agg Renewal","0068V00000vunChQAI"
"61847622180","Boston Financial 2023 Renewal","0068V00000vulWMQAY"
"61820073328","DST Retirement 3rd QTR Renewal - 2023","0068V00000vulO3QAI"
"61845137055","Franklin Temp - 4th QTR 2024 Renewal","0068V00000vulHgQAI"
"61813263688","Baird Q1 2024 Renewal","0068V00000vukwtQAA"
"61838796802","Edward Jones Aggregation Renewal","0068V00000vukbCQAQ"
"61840336210","McAfee - Software fee for 4 new Insigths","0068V00000vuk84QAA"
"61841886113","Amex US Renewal - Product Schedule 12 (AGG, IAV, PII) US & AU","0068V00000vufNZQAY"
"61852575661","Axos Consolidation Booking","0068V00000vuX0CQAU"
"61817603478","Amex - Credit Accelerator","0068V00000vMcO7QAK"
"61809548716","JH - renewal for 2023-2024","0068V00000vMalOQAS"
"61810627086","Cobrand Upgrade Sequoia","0068V00000vKVxHQAW"
"61839874399","FL4.0 Upgrade & USOB","0068V00000vKQzlQAG"
"61810785862","IAV AMEX AU","0068V00000vKQP4QAO"
"61852416432","AMEX AU YCA","0068V00000vKQP8QAO"
"61818837308","Cruz Money - CDR Rep","0068V00000vKQKrQAO"
"61808771679","Pop I/O- Abe.ai- First Federal Bank of Kansas City","0068V00000vKLkoQAG"
"61817750961","Upgrade Client Credentials","0068V00000vK8oHQAS"
"61848235863","Snapshot extension","0068V00000vK8S7QAK"
"61843895612","Truist SSO Integration to My Yodlee","0068V00000vK6k1QAC"
"61817449337","NinjaTrader -renewal 2023","0068V00000vK3YpQAK"
"61851336798","NT - 2023 Renewal for Agg/IAV","0068V00000vJxJ0QAK"
"61810172952","NT - 2023 Renewal for Maint fee for CDV UI","0068V00000vJxHxQAK"
"61844981679","Alerus - 2023 Contract Renewal","0068V00000vJx7OQAS"
"61838643994","Vanguard - AGG/IAV/TOA renewal 2023","0068V00000vJx4FQAS"
"61814037859","Equifax PFM","0068V00000vJnDYQA0"
"61839263342","Axos Consolidated Platform","0068V00000vJhg6QAC"
"61851638018","Etrade account number changes","0068V00000vJVwEQAW"
"61817449319","CDR Rep implementation","0068V00000vJDxTQAW"
"61810478354","NFCU: Insights Implementation","0068V00000vJ8VhQAK"
"61850245192","NFCU: TDE Implementation","0068V00000vJ8M7QAK"
"61812492607","Truist December 31, 2022 - February 28, 2023 Two Month Extension","0068V00000vJ7exQAC"
"61815431274","Agg Renewal","0068V00000vItuXQAS"
"61813263631","Backbase CO 2 Duration Extension","0068V00000vIswjQAC"
"61811561894","Amex - PS FastLink v4 Upgrade","0068V00000vIovAQAS"
"61847466546","Mydus - UK SS Agg","0068V00000upFJnQAM"
"61818225533","Laurel Road - Student Loan Agg","0068V00000up1w3QAA"
"61818679219","ACI - Renewal 2023","0068V00000uoqkLQAQ"
"61849787740","Empower - CO to upgrade to FL4","0068V00000uoZd2QAE"
"61815892771","New Logo Pursuit - TD Canada TCS Opportunity","0068V00000uoJpkQAE"
"61816984656","Citi Wealth | WDP Enabling Digital Engagement in Wealth","0068V00000uoJoLQAU"
"61846378320","NFCU: CDV","0068V00000uo5FWQAY"
"61851638057","C1B IAV Expansion to Digital Bank","0068V00000uo4nOQAQ"
"61839725410","Wiise Software- CDR Rep Agg ANZ","0068V00000uo4PmQAI"
"61840180881","Transactional.ai- Data Pannel","0068V00000unxbNQAQ"
"61849315892","Truist November 1, 2022 - December 30, 2022 Two Month Extension","0068V00000unSGOQA2"
"61813419574","Enhance TDE Batch Feed Trx","0068V00000unE1kQAE"
"61810478398","Platform Ugrade, Held Data & S&BM","0068V00000unBHDQA2"
